cluster,dim_1,dim_2
0.0,-4.03697781237505,-1.0505200193932824
0.0,-3.8190513673357196,-0.33720382431309465
0.0,-1.1557053872822454,0.8709850773241368
0.0,-3.9571051397704693,-1.11999575904757
0.0,-3.6863965068723017,-0.9474153056371913
0.0,-3.451876544164757,-0.45431267094350064
0.0,-3.908979701215995,-0.8219512557228484
0.0,-3.7163283309813044,-1.0319602340462304
0.0,-3.714445583193225,-0.7838837095018841
0.0,-3.873990217980288,-0.5110687208083455
0.0,-3.858034162345097,-0.7512318669977527
0.0,-3.926312698300689,-0.48029885189797833
0.0,-3.863382599049321,-0.5180953111414015
0.0,-3.6278680396032175,-0.6952395967572128
0.0,-3.8535754960083115,-0.46497585831100874
0.0,-4.222310152950507,-0.7076407019829929
0.0,-4.0637093873776085,-1.0527439405517807
0.0,-3.9264690065756547,-0.4426561811669623
0.0,-4.171725477761465,-0.910609977395651
0.0,-3.1425021343290656,-0.45310696300143827
0.0,-3.781851437029177,-0.6348938393707162
0.0,-3.0375751065172754,-0.25384579552851055
0.0,-4.116400273467062,-0.8912030143631635
0.0,-4.152525438814804,-0.813462163696988
0.0,-3.5656926686235355,-1.0122085768356623
0.0,-3.659041924664173,-1.0593000371016987
0.0,-4.229238488309976,-0.8281794436474175
0.0,-3.815918855535517,-1.000615552048326
0.0,-3.4928981127847734,-1.0601671992148756
0.0,-3.5710407144533387,-0.5004983563655422
0.0,-3.46876546059905,-0.952066431482663
0.0,-3.7029179154770353,-0.7731479233896448
0.0,-3.2151052465730436,-0.4558321229725131
0.0,-3.6758993159256006,-0.6398826553056577
0.0,-3.8088266690917982,-0.7108805087580052
0.0,-3.3593486004344317,-1.0165118674539928
0.0,-4.140817745333152,-0.8800158734770798
0.0,-4.01784496543135,-0.4952320131943317
0.0,-4.204491353184972,-0.6536839220821257
0.0,-4.266319000413289,-0.6982908368063894
0.0,-3.843302818574246,-1.0073984329235266
0.0,-3.523490553582074,-0.9012901687873448
0.0,-3.7029297528622283,-1.1593533951611965
0.0,-3.5201176417405775,-0.6794058369871631
0.0,-3.7332232375377328,-0.44250811396011724
0.0,-4.13999317174451,-0.6248794159914681
0.0,-3.7945775673836017,-1.0856428284905502
0.0,-4.0036857487004545,-0.6844199285181044
0.0,-3.97626516455477,-0.69607245081228
0.0,-3.671537036729887,-0.4575065885050222
0.0,-3.599352745362664,-0.4692118962751373
0.0,-4.023929789579146,-0.9120687918289369
0.0,-3.890653006731629,-0.8223523189232163
0.0,-3.963442240149077,-1.0986093548267197
0.0,-3.62469451233933,-1.1637073520469379
0.0,-4.033048966331403,-0.5552856425530963
0.0,-4.1280699445239915,-0.5195540560517334
0.0,-3.706464003069597,-1.148051983170214
0.0,-4.077436105471469,-0.5555451274810885
0.0,-3.990059448704552,-0.6226416030136166
0.0,-3.6135872895782324,-1.1499930936253744
0.0,-4.05990885273688,-0.7932194509234852
0.0,-3.911032783997218,-0.4443232254775055
0.0,-4.259242209853797,-0.6979539906088177
0.0,-3.7710073460973845,-1.0910452825079942
0.0,-3.4343159773528327,-0.5337689535926271
0.0,-3.3368289471378043,-0.5087805142083413
0.0,-3.980600022043288,-0.5107531630112789
0.0,-3.720169863457749,-0.9930838364114786
0.0,-3.0871781944625276,-0.8340060094377467
0.0,-4.199662159650629,-0.6507716814808983
0.0,-3.595073785855579,-1.175024118381106
0.0,-3.653151116445416,-1.1379687497323936
0.0,-0.48295454934772364,-0.3125753987849374
0.0,-3.4328043405406508,-0.40404055327423644
0.0,-3.882581338432834,-1.0259161909621313
0.0,-4.1057666339409415,-0.9262802252215917
0.0,-4.04543571029467,-1.220086521643571
0.0,-4.123540782782755,-0.6850308736427525
0.0,-4.12269254916541,-0.9806039664605193
0.0,-3.732130038127187,-1.075829376187683
0.0,-3.206468200464664,-0.5240772039222134
0.0,-4.149216500723378,-0.7190749992082157
0.0,-3.99232816174674,-0.792965482912534
0.0,-3.92399322416907,-0.794420112350597
0.0,-3.914353199407069,-0.6770731039328278
0.0,-3.841773464662997,-0.407481820719459
0.0,-4.173597508640213,-0.839938879593883
0.0,-3.9336030936860564,-0.9074267223759386
0.0,-3.7701358812753942,-0.40262673632134904
0.0,-3.197986593458627,-0.6834053085767036
0.0,-4.245789792514377,-0.6793229652758961
0.0,-4.028795429576704,-0.8381834511833203
0.0,-2.803554231841501,-1.0360472351107068
0.0,-3.8760464389867093,-0.8784543072938175
0.0,-4.02409418562557,-0.8453360254362587
0.0,-3.1540689125133277,-0.93734384623158
0.0,-4.053559838353585,-0.9283818917865118
0.0,-3.6463228599429613,-0.49036909724482064
0.0,-1.01229493868734,-0.5681137558138871
1.0,-0.8558304857956623,2.116215363031738
1.0,-0.35717634563427675,2.5002778299822377
1.0,-0.7287020738539167,-0.1883576661920861
1.0,-0.17881042054080049,1.2737011767535382
1.0,0.7738953742388739,2.7760063465235314
1.0,0.38997341292457793,-0.6898106898881425
1.0,0.8189801225878234,1.8509048861940602
1.0,3.430794703674406,1.6853607160044983
1.0,-0.8034079484771868,-0.03139807481030692
1.0,1.0404066546763657,1.8279534886961146
1.0,0.9369558505745107,-1.3397784133097683
1.0,0.9360324680885179,-0.048109925109288555
1.0,3.245292922236193,1.7444303360441915
1.0,1.6088959103160716,0.12135437239789304
1.0,1.4388937213200828,0.7049716383432187
1.0,0.6143525936626362,0.9317654355543818
1.0,1.5869861773515084,-0.3143721158465791
1.0,3.1593032838278545,1.3476075734756836
1.0,1.4871134519522202,2.4880221003182648
1.0,2.929448600660677,1.106580858797342
1.0,-0.215688632519389,-0.243693644407022
1.0,1.1363277444395752,-1.6713062245650354
1.0,0.43832399086595,0.007214975750908369
1.0,1.3284520807379854,-0.7188790603325615
1.0,2.7560155691717783,-0.46884428577687043
1.0,1.7318588915779303,-1.930751847357783
1.0,1.0123318823681124,-0.31484258079261646
1.0,0.7748470061788386,0.4394688863920706
1.0,2.0525505696272788,1.4120331926938166
1.0,-0.14561550062806922,0.7978104656757953
1.0,1.631636639478494,2.052084264649637
1.0,1.2189778816232095,-0.22136304131780637
1.0,1.073899967258091,-0.7523544002744806
1.0,0.1034395564440589,-0.8510509140366008
1.0,2.1295403654338614,-0.0484828530662484
1.0,-0.5862602808391758,-0.33993283719180745
1.0,-0.8745328992233002,0.8069186458848497
1.0,3.0357526486848836,0.6400805489846968
1.0,1.1862468692841104,-1.0594893018618612
1.0,0.7637964270489551,-0.33066225262142035
1.0,0.9400228225863484,0.3094065541030305
1.0,2.55160925370196,2.570342514706913
1.0,3.132132380361477,2.112274961871611
1.0,-0.12185410755902236,-0.4394260399044672
1.0,0.8633402755658651,2.572370899871269
1.0,2.980745483617196,-0.2771224440706409
1.0,2.0181716871498088,-0.9711430892842846
1.0,0.6154231201038889,-0.69257452294551
1.0,0.4710960903983975,2.6099814857653674
1.0,1.2514358625332418,0.3299919734325736
1.0,1.4871391487550787,-1.2212330792932382
1.0,2.302714546227718,2.1509092258671334
1.0,-0.5495157479402828,1.8770189460369417
1.0,3.1559232170600113,1.825310001137497
1.0,1.147593060214953,0.8822006804587122
1.0,3.159800751801458,1.1867515717147517
1.0,1.4199978526626067,-0.04733396495561188
1.0,-0.9591676408361552,2.0749778170681124
1.0,3.1928875724133445,1.781812151796717
1.0,2.2980970392990065,-1.4104958259328417
1.0,-0.8164077032136869,1.196593377456955
1.0,1.4112511079796515,2.762552472357873
1.0,2.3235972254550497,1.991120130318635
1.0,1.040896945102286,-1.5348803458582783
1.0,2.1827528898388207,-1.4494556644302345
1.0,2.632209435817272,-1.100477545216719
1.0,-0.15793840806457693,0.6685162191984171
1.0,1.3745019624670296,2.4121574189710517
1.0,2.457845564428557,-0.6599241383893991
1.0,-0.6293861741736146,1.073120942596605
1.0,-0.49513734406930304,0.3645957661753332
1.0,1.4778266938886626,0.5237185705234525
1.0,0.3318255474132989,1.9914442672121053
1.0,2.6186140749582276,-1.091554374494796
1.0,-0.4503921427273296,2.0803608923281627
1.0,1.9481634989720675,2.5097412534909327
1.0,2.2851004427883597,0.34390923140758284
1.0,1.5637079483646568,0.6023181093150551
1.0,-0.2750223636224031,2.507456308666845
1.0,-0.3293896526217473,1.7482796110934418
1.0,-0.9515289926835985,1.2435394014573282
1.0,0.4648652540183449,2.777917500069511
1.0,0.7371438138420463,1.3351904429157653
1.0,2.5262544778710834,0.604239706252131
1.0,3.2921198832847947,1.399910457531301
1.0,0.10975460392915312,-0.9467123861354503
1.0,0.05208650616415025,0.12089523338834354
1.0,0.11555005156984159,-1.2995227439553423
1.0,-0.325341158541927,2.2830906355351868
1.0,1.8279961423152529,2.788547390037686
1.0,0.3581090943147352,2.6636641802752097
1.0,1.2923280063114326,1.6986333704393153
1.0,-0.2665843815540657,0.210785551165667
1.0,-0.49508160541358226,-0.09218011003992177
1.0,1.7870241240169553,1.3332411928274726
1.0,1.774341469210723,-1.2385850877263709
1.0,0.6858729339939823,-0.8021166163710801
1.0,2.141207035470697,1.3489010671730506
1.0,2.4001773007983966,-0.13255208695762383
1.0,1.6343201627268862,0.6832276496068633
1.0,1.8301556579840108,2.746376159038059
1.0,2.026022995494869,1.4217327634861325
1.0,1.01576922134842,1.785927676963592
1.0,1.7876392643201384,-1.690862388881086
1.0,2.0200320546804904,1.807912606657656
1.0,2.5804491666599527,-0.960072600335102
1.0,0.4306965149724246,2.132238063369304
1.0,-0.12660494947537676,-0.10811756318093897
1.0,0.40194835975309046,2.0815823946479837
1.0,0.7824714044111919,1.3042179083713492
1.0,2.949261495625917,0.5432162276891471
1.0,1.1298564153715467,0.09240425740372471
1.0,2.8760505996028662,0.1329332651796247
1.0,3.1788839019955346,1.6217391219880792
1.0,1.6922256579384143,1.7720464393779003
1.0,1.8722291193376235,-1.6366750130956715
1.0,1.6428256201525453,0.8373996488371116
1.0,2.3011670366072927,1.2349734512594779
1.0,2.560596343195022,2.491494947924411
1.0,0.1746950307634512,1.7596218373414325
1.0,2.6617911179794573,2.5559130670377033
1.0,-0.6475003699383619,1.2668876129383475
1.0,0.026566998445921895,1.4529077259578742
1.0,2.8711667233687237,-1.043005503805065
1.0,0.826594291443884,1.1137603922735881
1.0,1.3618864050689818,1.620225634405784
1.0,0.8546672236682014,-1.0271844505996874
1.0,0.02312345376115189,1.882272438178725
1.0,0.4705830049129667,1.533221579817535
1.0,0.07676391748307361,0.5009756962751797
1.0,2.640560125924006,0.8514731156029058
1.0,2.612305926998345,0.8997564284085177
1.0,1.9974415987358685,-0.4730052298853555
1.0,0.9472599652068244,-0.7555267974626747
1.0,2.56568828182034,0.38643936918539007
1.0,2.108457019730059,1.8647964758440134
1.0,-0.48495019988434773,0.46271958518657513
1.0,2.738120957719472,0.4875162909512062
1.0,1.9152297465656294,-1.2042873142346548
1.0,0.7026683671248939,0.22097107025499282
1.0,0.8391390003883109,0.6852562548470953
1.0,0.6856203684454827,-1.5163966735216856
1.0,3.1971095678505512,1.2520994391711135
1.0,2.82910821495811,-1.059924679754183
1.0,2.512341698952697,-0.5531707029379828
1.0,0.8260476119592185,-1.511843231192335
1.0,-0.9137976750896595,1.6287764293475422
1.0,0.7174167883003836,-0.03797018199150067
1.0,-0.8543477273697447,-0.2940851239769365
1.0,1.8570816678318414,0.5671519905805444
1.0,0.8100329241009849,1.6782898310191856
1.0,1.743608857498787,-1.054347294126787
1.0,1.0879110410091952,1.6909910629334703
1.0,1.4432583944621953,1.4810561837021927
1.0,1.082248992108421,-1.7481787523019068
1.0,1.0692773321347273,-1.7117318859943766
1.0,0.5579007011999173,1.3428591005181156
1.0,-0.9480457719049232,1.1527824374927218
1.0,0.6364728355232646,-1.5246748073551715
1.0,-0.12593267011272502,-0.5471759374690852
1.0,1.82067879294179,1.3450866150975107
1.0,2.3688470929110625,0.966169676948476
1.0,-0.7313142555594051,-0.3512249640430575
1.0,0.8704355652013066,0.16875768570572916
1.0,-0.20748451866627923,0.24788675781948674
1.0,0.690511273707259,1.0401723491126764
1.0,1.1782661454647312,-1.7320500796215776
1.0,-0.33379394843120747,-0.7221363196870715
1.0,2.771800052311652,-0.5644546715544202
1.0,-0.2005276932065264,0.4375119982276328
1.0,2.462391065094752,0.5859164730152565
1.0,0.18679247140823982,0.36449960762045547
1.0,-0.13610929720921242,0.40220635418690537
1.0,3.366233991700617,1.338442712951097
1.0,1.6587981364169735,-1.2923182784531697
1.0,1.0527713012099769,1.4080147208715021
1.0,1.2020190591364626,-0.2846487416175105
1.0,1.3139558718658093,-0.5600243187915317
1.0,2.563422554135428,1.2542040116364925
1.0,2.9019104537393376,0.6233394082861381
1.0,3.0942821005637757,1.120122213032392
1.0,2.8292547191209403,1.4919196478702075
1.0,0.9732191372173352,-1.366670546678348
1.0,0.26403772712909596,-0.81849507173027
1.0,1.1483668541780583,-0.38656861235932216
1.0,-0.5734882892408169,0.9611570345517592
1.0,-0.8116160598102512,0.8880282933316072
1.0,2.16132955810979,0.2318245088481008
1.0,1.7352161319741737,0.7463696237157186
1.0,2.284193621301889,-1.2088032609274924
1.0,0.40704907657981315,2.0130290176720678
1.0,1.2590983304456826,-0.6988614758015671
1.0,3.1749744758395084,1.4714853316026455
1.0,1.7812883893246163,-1.401283206919699
1.0,2.284417292850165,-0.29366917066691495
1.0,-0.7666851033657663,0.39919575808390684
1.0,1.7347124615651814,1.8299226046992128
1.0,0.6735699108046871,2.751605351939331
1.0,0.7984284886531696,-0.7975641111851919
1.0,1.4629614963665871,2.355338794701397
1.0,-0.11724930993402582,0.2270298139344399
1.0,-0.044765325946566514,0.978562665446401
1.0,2.280897205287706,-0.21573895541180116
1.0,1.3643156162978178,2.1653030734145164
1.0,0.3484269606908574,0.9342514607867137
1.0,-0.4105742067338577,0.15701717566433368
1.0,0.5403801201580766,0.29938133919689314
1.0,0.3877542769041006,2.3833626184342442
1.0,0.5975319198303451,1.6794190751719127
1.0,1.8786330791569985,0.2797576085777678
1.0,1.5771971440691335,1.2358400041074353
1.0,1.055510958275659,-0.1647513551281776
1.0,2.307768327661239,0.9507836444524713
1.0,0.9205395165289563,2.635152923610495
1.0,-0.3029814500217509,-0.6630863448869277
1.0,0.48581750114476835,-1.1738300618417468
1.0,0.11311980031147721,2.2602829545264855
1.0,1.3694486428372887,1.5944478444720958
1.0,1.8063275515660924,0.41157473124279853
1.0,1.4525726025670873,0.7232663312512713
1.0,2.515773823760646,1.4356633476693883
1.0,-0.7549244794125314,0.6644274591374872
1.0,2.259846865724445,0.9577704908094107
1.0,0.4525090920204644,-1.0540980854155566
1.0,2.1014497386145736,0.4851755932136612
1.0,1.3052321075588909,0.1851475399476703
1.0,1.815133402055716,2.945799606436226
1.0,1.4732412600460938,0.9998549406809132
1.0,-0.6664586302436388,-0.09433474122608496
1.0,1.6844099288194219,1.261105341067145
1.0,-0.9604128472373475,1.607870846576757
1.0,1.672328555834298,1.9001471999476296
1.0,2.3976967667717815,1.1331192559411403
1.0,2.712326331325049,-0.3914482867648539
1.0,-0.4738501743442674,1.8314241929591153
1.0,1.0930985239558204,0.6989188751184916
1.0,1.0655646636196479,-1.504309773423221
