cluster,dim_1,dim_2
0.0,-3.732059096835243,4.067731844893807
0.0,-2.7436372626955197,3.4809769036394793
0.0,-2.578610923081339,3.179222376496053
0.0,-2.6728346110691117,1.5018404361141664
0.0,-2.6815056731400344,3.458054063979613
0.0,-3.727723171271909,2.549251434347228
0.0,-3.532992690210341,4.523343656794983
0.0,-4.217185450690115,1.9869021840084662
0.0,-4.375128853412441,1.9377500611108773
0.0,-2.8583399960269946,2.0407662825863255
0.0,-2.16985845653457,3.1515195954938546
0.0,-3.397600502205671,1.4633315777732805
0.0,-5.141331208673524,2.9909961295228045
0.0,-4.239168890075771,3.00707230462001
0.0,-2.296410705501598,3.86798756919842
0.0,-4.6116959789865435,3.4017303137374366
0.0,-4.641279968023759,2.5897593109246206
0.0,-2.20391708138174,3.004299671421534
0.0,-4.031576212325143,1.8300373031140829
0.0,-4.651680454547185,2.108107176094413
0.0,-3.080367172689223,2.150402803643236
0.0,-2.7774704420551597,2.188577124938774
0.0,-3.311342539866576,4.118167591852872
0.0,-1.2363057091761147,2.862361660164169
0.0,-4.501051073965612,2.0270199433138036
0.0,-2.00109504712714,3.456951303359583
0.0,-3.23243425059436,3.0656914864709193
0.0,-3.3041470424078767,1.4952561209373156
0.0,-5.10947997726368,3.2773178713599953
0.0,-4.350580514842205,2.4447551697448753
0.0,-4.610350100038145,3.6018491493954325
0.0,-2.1782338382960638,3.671063752430762
0.0,-2.576517542493609,4.038715900245273
0.0,-3.6477928713618213,2.203578591768891
0.0,-4.052125469008017,2.7927071104144856
0.0,-4.373373522384687,3.087166977456968
0.0,-2.673418739405783,3.931700947445794
0.0,-3.184141907934877,4.60928783567596
0.0,-0.002607776525642009,2.9645288357776005
0.0,-3.1966124932283217,1.4109053361612502
0.0,-3.740712972903257,3.266832167808623
0.0,-3.978340819593552,4.585265892638178
0.0,-2.855985781039468,4.392003293914125
0.0,-1.6356708020948012,2.636761971609875
0.0,-3.5850972072738156,3.661487217484319
0.0,-3.652704745748413,2.842314453368705
0.0,-2.431636317881081,2.9607568248468215
0.0,-3.6648857398400407,2.158913436707269
0.0,-2.481628171818082,3.563597218031553
0.0,-3.316702824534239,4.672482149478283
0.0,-4.556364509196526,3.135142599754222
0.0,-2.763676331431755,3.765659486541245
0.0,-4.779140643158917,2.5411680283097438
0.0,-2.985881080139029,4.15690140063524
0.0,-1.2204435350009215,2.634212905703884
0.0,-3.3988024052080044,2.483731929586286
0.0,-3.7608377498100563,2.658595371037678
0.0,-1.6116318766623912,3.5080391484637423
0.0,-3.4634710442368934,2.411861252696516
0.0,-2.3500046369851924,0.9253350882991157
0.0,-4.018648475070989,2.948698404471712
0.0,-3.59506442243912,3.9941637375097874
0.0,-3.761409194863858,1.7136661054479243
0.0,-3.8155356041682515,1.4783560609368767
0.0,-3.293667138391695,2.239352738777105
0.0,-3.2696941894246656,1.8604277068427675
0.0,-3.103745603201031,2.2226453203205234
0.0,-1.6433943357985898,2.1869799857579837
0.0,-3.542556677587203,3.9248988760879113
0.0,-3.1403731405986686,2.9161509863423585
0.0,-3.7332703262476565,4.406137402524777
0.0,-1.4324097786236385,2.8751493609296874
0.0,-2.591957454379704,3.5939413091260533
0.0,-3.910172964987143,4.595705456780652
0.0,-3.7608755672310727,2.3715823218349685
0.0,-3.0298419111314274,4.232775015544147
0.0,-1.6585201315296714,1.7534504823647685
0.0,-2.635835595734873,1.4512823253331815
0.0,-3.210384759569591,2.157128386658105
0.0,-2.780320793491319,1.5094884370479775
0.0,-4.427369687883369,4.171678271104653
0.0,-2.659582478650997,3.058974793978047
0.0,-2.0475425303505754,4.158308973890349
0.0,-4.996253169901011,3.068289516668183
0.0,-4.508340557726566,2.7124487078672312
0.0,-1.9705626325592014,2.733553276329303
0.0,-2.6363885682776846,2.9857144068453403
0.0,-4.7943179841638575,2.7869168986832507
0.0,-1.0791081774170828,2.567514854743133
0.0,-3.3061656742222607,2.830425291834917
0.0,-3.65638878314819,3.8799464231311833
0.0,-2.9660128969328237,1.7124945703272436
0.0,-3.7732389244746023,3.358942607424826
0.0,-3.3015115757887363,3.255244328533196
0.0,-4.633349434238337,3.4777247919746905
0.0,-3.720620134984425,4.328618279034796
0.0,-2.7269882350278873,3.319162985654375
0.0,-3.307500327120705,4.639298675468068
0.0,-3.488962485419256,3.8654367136903094
0.0,-3.02962098681836,1.6722317987679116
0.0,-4.167615776300601,2.8036833901174014
0.0,-3.647797580714585,2.7746702233769125
0.0,-4.545880123669635,3.3745183805405734
0.0,-3.242498611778487,4.297828669015485
0.0,-3.974646493518603,1.8340282870350304
0.0,-2.8237020027908715,4.407535677845137
0.0,-3.3004187316458773,1.0639463077150852
0.0,-1.9574811166483772,3.1155727087048932
0.0,-0.5689707175564039,2.238247328200542
0.0,-3.8882271456058977,3.2698806915111502
0.0,-3.056076051014402,4.101379753741841
0.0,-3.62293647113218,2.8710153852067943
0.0,-4.534096793053562,3.06509618647411
0.0,-3.5571456867067206,4.024197761364445
0.0,-2.2868607904109806,3.2206668926460775
0.0,-3.4224125206842846,3.276788221414352
0.0,-2.6187300991230016,3.664185240358623
0.0,-1.9543394013212831,2.1185805757860785
0.0,-3.7424891491097916,4.001458167709623
0.0,-4.072971967452779,3.797404075482198
0.0,-3.305458609869347,1.954513811003358
0.0,-4.3725148081141345,2.7110879401221752
0.0,-4.347467116133817,3.243044477518186
0.0,-3.8388580260497625,4.082322865213818
0.0,-1.778321052628841,3.6470693889812376
0.0,-1.6434461547218713,3.473331740750616
0.0,-4.423893300473467,2.000421060271976
0.0,-4.109327111756504,1.9032862996100361
0.0,-3.466626078749125,3.44014327092007
0.0,-2.8653302220324877,2.5356882701000236
0.0,-4.437656608319791,3.44499529625589
0.0,-1.0870229036314767,2.6778278284764045
0.0,-2.3505943499066775,1.4450392264312835
0.0,-5.037792308928935,3.339517142031959
0.0,-3.4283353700090204,2.934373341002257
0.0,-3.7548814537383888,4.098084623277928
0.0,-2.183374931297541,3.380288587027941
0.0,-0.7376773169461628,2.584948710912391
0.0,-4.090789413292976,3.1516885329484587
0.0,-2.401479457089114,2.3302553740354615
0.0,-1.5971698698921677,3.1967127443424994
0.0,-5.032326721244909,3.2090269932700015
0.0,-4.513129387405206,3.3466740607361203
0.0,-2.690590869562998,3.0472726522725178
0.0,-3.327507542249172,4.545817620772174
0.0,-2.176880846016634,2.701130611537903
0.0,-4.025285418126829,2.563823940949068
0.0,-3.7301103597850154,3.1221242558808306
0.0,-2.0511548630843306,1.9237173318675
0.0,-1.9127893589369014,4.083315383471258
0.0,-0.1517684400386976,3.187032768932466
0.0,-4.7310229694174595,3.0982166776400906
0.0,-4.267212485184423,3.549387356967768
0.0,-2.9517971647144825,1.5546644750863057
0.0,-3.4061780706890845,4.142654907015686
0.0,-2.8922791455059254,3.303157363026083
0.0,-3.960257922789229,4.428786263991762
0.0,-1.8911857891000818,3.9586410622430597
0.0,-3.2460818554919726,4.027459280082096
0.0,-3.327332775179129,4.56289410323714
0.0,-4.613824690156898,3.9475485390925926
0.0,-1.6996142816582718,3.115654557580192
0.0,-2.712341346777943,3.2148240808762254
0.0,-4.41101158744904,4.2254033952029815
0.0,-5.054939822704807,3.256757634676388
0.0,-2.1164147673938545,3.5286765156603086
0.0,-4.178680277487594,4.345844409721604
0.0,-4.417273293285511,3.5963063441039953
0.0,-3.692188317284196,4.045460698825161
0.0,-3.812562870401953,3.435165235664291
0.0,-2.162546495737605,3.1895158743121197
0.0,-2.99994914025436,4.169610303065665
0.0,-2.7586582564984155,4.436298083351778
0.0,-2.1110742173288073,3.6638795089045875
0.0,-2.285240297886202,2.8626718117402756
0.0,-3.721262491831841,2.9678525879304942
0.0,-3.500297795252925,3.07656257718224
0.0,-3.7324838992974407,2.257598123405047
0.0,-5.125818552745859,3.2485223475702116
0.0,-3.158563399569831,1.8061167858906622
0.0,-4.112660272739599,3.9380401491196335
0.0,-3.442838823985814,3.640497154327726
0.0,-3.097941001257812,3.6133118571222353
0.0,-4.493237460900004,2.812826249684599
0.0,-3.6684464875492675,2.466137420259938
0.0,-3.4849493581795836,1.154770418955075
0.0,-3.855910257438319,1.6423422081581602
0.0,-4.084915520790499,3.379267109082678
0.0,-3.3767509345327302,1.6662632447469825
0.0,-3.015100741989068,4.351616510536473
0.0,-3.8793812095970983,2.113195283111458
0.0,-3.1539393582337865,3.861420056833971
0.0,-3.2588134484783837,1.6277927859048076
0.0,-4.056997673944971,4.135032043832018
0.0,-3.473274614667412,1.1691961250243064
0.0,-4.284001779879008,3.4242783718815564
0.0,-1.2110741990900722,2.4326261342320836
0.0,-2.6562861752872675,1.5573462757107808
0.0,-1.9340953092000173,0.847194044619895
0.0,-2.986948614788333,3.064899731990026
0.0,-3.858145085425858,4.019622217809547
0.0,-3.5216605498811195,4.453426895722197
0.0,-0.19144228542581018,1.8918685045817747
0.0,-2.1126473451184107,2.3566799328453536
0.0,-2.6880012155579567,3.01830361577293
0.0,-4.50823151205885,2.150484482312405
0.0,-2.9702740040873,3.7547339207777495
0.0,-3.471565230534765,2.0253479755129606
0.0,-2.0253976863465963,3.3067654387752703
0.0,-2.332917592914038,2.286191584301812
0.0,-2.1781215155305986,3.7332748129461035
0.0,-3.806070362242598,2.123987136376792
0.0,-2.470670676648681,3.5608439901600746
0.0,-4.535087569271161,3.365449639947702
0.0,-3.3938227619862644,3.5742198073667155
0.0,-3.4472449390467883,4.2410084949242135
0.0,-2.3769855264232675,3.6678248860144285
0.0,-3.495509870256775,1.216451685012688
0.0,-2.702349917689599,1.530166133774566
0.0,-3.582875379740278,2.2234660007151215
0.0,-3.493874501872926,1.9888218233940718
0.0,-3.2861621828599086,2.922966329002742
0.0,-2.4138323562123993,2.8497667344148585
0.0,-3.508091770720997,1.3538712118836302
0.0,-1.3545620489988517,2.3443180088450113
0.0,-4.0672748732122646,3.1170813865017366
0.0,-3.2172556754644703,4.000451294712315
0.0,-4.239853252451488,3.0648680131986645
0.0,-4.240738561130313,2.0631490718134997
0.0,-3.4100900544874713,1.0606340229186952
0.0,-1.9447887453133887,2.7457194830973486
0.0,-3.632029839101136,4.4455566533048545
0.0,-3.6991637962925314,3.8164537826443126
0.0,-5.073653900804075,3.233598745939508
0.0,-1.812780890531057,3.754162869707224
0.0,-0.7759758217245142,3.0137207360662948
0.0,-3.6563933053552136,3.592957869707244
0.0,-4.015737952764466,4.463778853442982
0.0,-2.210150901463997,4.088427895609765
0.0,-4.014062551253955,3.4449894527493807
0.0,-4.057658495530079,3.461166269287899
0.0,-2.8919487317508383,2.7724094225352096
0.0,-2.160332480241401,1.1238309671433189
0.0,-0.03277543138795053,0.05982716130517342
0.0,-2.6812835499231795,4.283653811987956
0.0,-4.835933670847814,2.635060071690157
0.0,-3.748569895140656,3.14286368459537
0.0,-4.1894181875743985,3.960731357988327
0.0,-3.794571638485167,2.0542844999282956
0.0,-2.682364077565708,3.664004943835238
0.0,-2.8842034343806673,2.5848792623388515
0.0,-4.118347882485959,2.1102243593990515
0.0,-4.539037505340161,3.418976138953238
0.0,-1.6603882961902334,3.4434567175746786
0.0,-2.685825276051041,3.0524911316640173
0.0,-4.260723454883247,4.347744150700635
0.0,-3.2296126344841523,1.4052506447317505
0.0,-5.049538926139337,3.2495548909170506
0.0,-0.5035214800090273,2.9248016084859767
0.0,-2.9814493251986094,2.765671268853322
0.0,-4.608804166303968,2.214708781591919
0.0,-3.6752636507206864,1.5372928800779615
0.0,-2.741669919698857,2.240397878860446
0.0,-2.6834693331949837,1.7024044799969313
0.0,-3.9080814294887745,3.104404403512772
0.0,-2.7402560588496496,4.395140425096249
0.0,-2.3341815234145273,3.9642032814824764
0.0,-3.3920126112017748,1.4155429445781416
0.0,-2.723155560771915,2.9893327002445957
0.0,-4.422761528816467,2.4460640116207784
0.0,-3.4074461708203945,3.750091134781709
0.0,-4.1336814326160365,1.9837799320586855
0.0,-2.2914274504169345,3.8531037189791673
0.0,-1.7699328297931163,2.0366789229493163
0.0,-4.9342929659181225,2.768139703397284
0.0,-3.7571074407605294,2.540015621893603
0.0,-4.662211988594059,3.417601243626442
0.0,-3.802430775180217,1.4891189140184924
0.0,-3.7194855267069906,3.673563654186429
0.0,-3.2978426218501835,3.1650703415522394
0.0,-3.681873258620223,3.673455536271707
0.0,-4.307361132191718,2.0739815256528424
0.0,-3.717737273869694,3.7173398609735133
0.0,-3.857210803760102,3.0168902171528433
0.0,-3.041268968931735,3.632189525820471
0.0,-3.281743741784158,1.7350671521235972
0.0,-4.69113782574599,2.2973459458324146
0.0,-2.2678882158418587,2.102435029666143
0.0,-4.11076861952699,3.10848409731176
0.0,-4.046111200201626,3.830723756686815
0.0,-4.847270598739186,2.6541465148168486
0.0,-3.7430548539828234,3.6378326113322768
0.0,-3.169716538037072,3.8309882855511566
0.0,-4.515030200569989,3.077810457953306
0.0,-4.090516470396421,1.8548526026019705
0.0,-2.4774425476040753,4.091206517196393
0.0,-1.7750393016898054,0.8323381276473689
0.0,-4.310876376103003,4.321624979404789
0.0,-4.236223750767438,1.8617918146844068
0.0,-2.4180271664985384,1.097627900863269
0.0,0.33703530991876535,2.4275446458364933
0.0,0.2951684598041187,0.04955177069627835
0.0,-3.9422315216146804,2.8636178323725385
0.0,-4.0390232575461305,2.637539729104351
0.0,-4.110919315798212,3.349462709817291
0.0,-3.213189934405544,3.4076837427773814
0.0,-3.724847597392269,3.9930661719752245
0.0,-3.2972213363588945,3.8897657643815906
0.0,-3.1239497051547036,1.0734391358257767
0.0,0.08687593702443556,2.506024412117972
0.0,-2.8870981617016716,4.424079661378801
0.0,-2.5412607945822177,4.242298358845216
0.0,-3.1676577245691613,1.6525992821443725
0.0,-4.026708252269887,1.829176894211169
0.0,-2.868137374036978,2.115693897862143
0.0,-3.4241743886224687,2.258709514574751
0.0,-2.657255542690709,2.587388949647271
0.0,-1.66431711407605,3.430721080569542
0.0,-4.198680152693359,4.296901740416673
0.0,-2.8968083729874836,2.059745706512102
0.0,-4.578320063641293,3.0201321822526914
0.0,-2.696488802256357,4.319091882705961
0.0,-3.4694385055911057,4.006884984210488
0.0,-1.6370898040302408,1.0860159229413473
0.0,-4.597485000612142,3.424178019754116
0.0,-4.548081068701939,3.4721187372399824
0.0,-3.3230592072576246,1.7689977699506478
0.0,-4.6120271439673495,3.135413463126219
0.0,-2.8182807469214435,4.3537748123641515
0.0,-4.384289960516385,4.133139355241853
