cluster,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15
0,1.895009102215357,0.7165373504354035,-2.3158829204889426,-1.2996352349624554,2.7714571951346034,-0.04556379622119966,-0.6586641416468461,0.2079340756020694,-0.5517880389184978,-0.23821503118232445,2.081099307535868,-0.2137912743300372,-1.1936839370543952,1.7913640477925645,-0.015895143996301944
0,2.1756919735156,0.10544315113689177,-0.6996202346944328,-2.0946870163421494,1.3134983514232061,0.28517516369819673,0.4452185103759228,-0.3380264084980788,-0.6180925843744672,-0.27639952751773866,1.5248349880486303,0.9343218563244492,-0.32799846297231616,2.0352274831376045,0.7997063073295085
0,0.4955892111786302,-2.0642007815545753,-0.2496697974566905,-1.4067209278607986,0.4248700394032612,-0.14400471107201263,-1.9608085816252483,0.425322248082643,0.8452915248842179,0.4069833183085594,2.7207461991830577,1.635258747346648,-1.2326858762933959,0.879846553445579,2.04199362988416
0,0.3419863725625353,1.7382855847888603,-1.6003663723639703,0.3124701145756634,0.6579923334722049,1.0029727318351964,-0.2545101206090433,0.6378855542308404,-0.9963319090720278,-1.7147550525639625,0.9909487983344284,0.5822795339720875,-1.106894684085454,-0.8425739201023286,-0.5550842757616219
0,1.1692606655905755,0.3335949315400857,2.390895184528694,-2.8731251002434863,0.1738005630980861,-0.6875969791819458,2.5316896723587887,-0.2454516702935922,-0.8163056359086871,-3.1484575021425814,-0.29090243666451365,0.5388794369742135,-0.7191183540868225,-0.14116433234231152,1.533116904213561
0,1.9551829713150712,2.6131192613897367,-0.04914013408908065,-0.13662160550475588,-0.4666609657116829,-0.6489788912423399,-1.3478955214717818,-0.6238993082935389,-1.6137614652612624,-0.7030194196474348,0.00442690904367371,2.038529078318406,-1.217716641259419,1.3769354915387741,0.693130102851712
0,1.5344722689730697,-0.8156572105457465,-0.9761618855198668,-0.4174889666503385,0.799464143296025,0.8360675870686347,1.2704635485584934,0.43240222883444757,-0.10127894128676884,-2.23772912534838,1.2135806531294302,2.6016767938292515,0.12145472703280125,1.8801144525862323,0.6642562813095324
0,1.1688415407213462,-1.5627677271085232,-0.13007468216689785,-1.9079438901630206,-0.04555529622593646,-2.815918008244562,1.1987836374132967,-0.5054484132797264,-0.8330421073184386,-1.2086869982696435,1.5342694250382827,-0.49181785655502464,-1.617561813162485,1.8318890469017897,-0.6280854341133361
0,-1.138520245934428,-0.6417454366087932,-0.6522894603292207,-1.6420089270826859,0.8439384817319224,-1.3195828393143736,-1.6927022600920523,-0.9910144706550998,-1.5959530002864868,-0.7346037146984289,0.42521471191105775,0.7915414804449492,-1.18929626393688,0.8557428019324005,0.5375996079946946
0,-1.1051494007565361,0.4315039720646677,-0.001938809556101484,-4.27945573796577,0.9110604143175886,-3.593205989199272,-0.16494123699720797,-1.7344266438023246,-0.9518329603775214,-1.2552998550818129,-0.5887507532217291,-0.6246154002286013,0.6695702913894854,1.0628316617021074,0.12235654983151668
